n,delta_n,z
20772,0.8734853156,18144.0369754193
20773,0.8225676993,17087.1988168777
20774,0.7825433514,16256.5555809914
20775,0.7640646767,15873.4436574227
20776,0.7720501135,16040.1131579920
20777,0.8043753961,16712.5076046941
20778,0.8524390469,17711.9785168954
20779,0.9034515338,18772.8194211546
20780,0.9438388443,19612.9711854412
20781,0.9628547015,20009.0835515109
20782,0.9554401689,19855.9575891563
20783,0.9235697165,19194.5494170956
20784,0.8757256162,18201.0812068665
20785,0.8246406111,17140.1551019148
20786,0.7839096089,16294.3451312863
20787,0.7643720716,15889.0022516940
20788,0.7712277444,16032.2823501256
20789,0.8026531830,16686.3570221849
20790,0.8502871465,17677.4697757829
20791,0.9014556187,18742.1637682141
20792,0.9425443329,19597.3817706713
20793,0.9626213680,20015.7861051229
20794,0.9563458890,19886.2564160070
20795,0.9253890992,19243.4663175406
20796,0.8779893782,18258.6671083657
20797,0.8267600534,17194.1288302349
20798,0.7853331781,16333.3594382825
20799,0.7647323687,15905.6685372894
20800,0.7704397991,16025.1478214549
20801,0.8009377072,16660.3052475774
20802,0.8481124101,17642.4343555309
20803,0.8994132543,18710.4939286851
20804,0.9411920082,19580.5585377180
20805,0.9623341636,20021.3622733868
20806,0.9572159901,19915.8358897193
20807,0.9272006243,19292.2633892793
20808,0.8802752129,18316.7666302356
20809,0.8289257274,17249.1154621490
20810,0.7868149330,16373.6187551850
20811,0.7651473866,15923.4822629805
20812,0.7696885606,16018.7583241215
20813,0.7992311113,16634.3971187250
20814,0.8459162707,17606.9012591698
20815,0.8973247810,18677.8153163622
20816,0.9397810240,19562.4817957981
20817,0.9619912767,20025.7724074462
20818,0.9580481731,19944.6468668620
20819,0.9290021141,19340.8950134779
20820,0.8825816428,18375.3498041241
20821,0.8311372503,17305.1086893935
20822,0.7883556905,16415.1421866395
20823,0.7656189289,15942.4829565020
20824,0.7689763436,16013.1633794321
20825,0.7975356078,16608.6790330404
20826,0.8437002511,17570.9014292797
20827,0.8951906252,18644.1351515698
20828,0.9383105938,19543.1330476314
20829,0.9615909127,20028.9771195964
20830,0.9588401085,19972.6394594411
20831,0.9307913213,19389.3140142519
20832,0.8849070997,18434.3847017943
20833,0.8333941516,17362.1003592719
20834,0.7899562061,16457.9475982808
20835,0.7661487806,15962.7098433782
20836,0.7683054918,16008.4132275336
20837,0.7958534790,16583.1989414951
20838,0.8414659655,17534.4677881025
20839,0.8930113027,18609.4625368984
20840,0.9367799943,19522.4950809844
20841,0.9611312973,20030.9373663504
20842,0.9595894390,19999.7630874799
20843,0.9325659294,19437.4716666569
20844,0.8872499231,18493.8373962256
20845,0.8356958695,17420.0803990155
20846,0.7916171699,16502.0515241699
20847,0.7667387040,15984.2017619448
20848,0.7676783755,16004.5587725718
20849,0.7941870756,16558.0063385891
20850,0.8392151211,17497.6352751605
20851,0.8907874218,18573.8085327602
20852,0.9351885700,19500.5520622166
20853,0.9606106812,20031.6145353374
20854,0.9602937823,20025.9665361487
20855,0.9343235535,19485.3177088167
20856,0.8896083585,18553.6719252750
20857,0.8380417481,17479.0367404166
20858,0.7933392019,16547.4690722540
20859,0.7673904346,16006.9970745544
20860,0.7670973885,16001.6515232162
20861,0.7925388164,16533.1522480918
20862,0.8369495198,17460.4408821758
20863,0.8885196871,18537.1862324569
20864,0.9335357377,19477.2896318027
20865,0.9600273442,20030.9705359931
20866,0.9609507341,20051.1980176130
20867,0.9360617414,19532.8003583709
20868,0.8919805567,18613.8502582398
20869,0.8404310338,17538.9552450941
20870,0.7951228475,16594.2138279417
20871,0.7681056765,16031.1335749757
20872,0.7665649448,15999.7435284267
20873,0.7909111869,16508.6892043195
20874,0.8346710590,17422.9236850515
20875,0.8862089024,18499.6108365771
20876,0.9318209907,19452.6950016069
20877,0.9593795993,20028.9678940650
20878,0.9615578713,20075.4052376760
20879,0.9377779747,19579.8663334850
20880,0.8943645721,18674.3322654372
20881,0.8428628720,17599.8196304937
20882,0.7969685737,16642.2977559637
20883,0.7688860984,16056.6483919953
20884,0.7660834758,15998.8873083656
20885,0.7893067383,16484.6712287964
20886,0.8323817329,17385.1248726660
20887,0.8838559739,18461.0997264925
20888,0.9300439034,19426.7570538484
20889,0.9586657978,20025.5698498904
20890,0.9621127557,20098.5354673452
20891,0.9394696701,19626.4608786404
20892,0.8967583616,18735.0756911166
20893,0.8453363039,17661.6113969581
20894,0.7988767637,16691.7311006821
20895,0.7697333280,16083.5778892637
20896,0.7656554259,15999.1357803345
20897,0.7877280855,16461.1538020047
20898,0.8300836335,17347.0877721146
20899,0.8814619138,18421.6725367202
20900,0.9282041360,19399.4664415058
20901,0.9578843338,20020.7404604254
20902,0.9626129375,20120.5356194152
20903,0.9411341815,19672.5277953234
20904,0.8991597843,18796.0361300466
20905,0.8478502634,17724.3097560061
20906,0.8008477129,16742.5222849465
20907,0.7706489483,16111.9575614154
20908,0.7652832495,16000.5421796425
20909,0.7861779057,16438.1938301066
20910,0.8277789512,17308.8578703016
20911,0.8790278430,18381.3512258211
20912,0.9263014389,19370.8156900828
20913,0.9570336492,20014.4447049534
20914,0.9630559592,20141.3523301655
20915,0.9427688012,19718.0094779886
20916,0.9015666001,18857.1670078905
20917,0.8504035741,17787.8915602665
20918,0.8028816239,16794.6778078083
20919,0.7716344914,16141.8219265378
20920,0.7649694061,16003.1599753291
20921,0.7846589363,16415.8496063548
20922,0.8254699757,17270.4828314705
20923,0.8765549943,18340.1601457107
20924,0.9243356576,19340.7993004488
20925,0.9561122387,20006.6485944240
20926,0.9634393599,20160.9320462366
20927,0.9443707629,19762.8469553318
20928,0.9039764701,18918.4195658317
20929,0.8529949465,17852.3312351229
20930,0.8049786021,16848.2021411666
20931,0.7726914345,16173.2044150418
20932,0.7647163568,16007.0427806599
20933,0.7831739725,16394.1807670034
20934,0.8231590957,17232.0125104048
20935,0.8740447150,18298.1261088920
20936,0.9223067373,19309.4138525954
20937,0.9551186552,19997.3192843499
20938,0.9637606799,20179.2211167856
20939,0.9459372433,19806.9799371987
20940,0.9063869556,18979.7428495516
20941,0.8556229747,17917.6007125161
20942,0.8071386508,16903.0976256641
20943,0.7738211935,16206.1372550406
20944,0.7645265593,16012.2442583237
20945,0.7817258650,16373.2482415533
20946,0.8208487998,17193.4989611359
20947,0.8714984701,18255.2784535541
20948,0.9202147274,19276.6581100548
20949,0.9540515152,19986.4251911333
20950,0.9640174650,20196.1658909418
20951,0.9474653652,19850.3468672839
20952,0.9087955185,19041.0837029936
20953,0.8582861341,17983.6693671645
20954,0.8093616668,16959.3643659864
20955,0.7750251183,16240.6513543183
20956,0.7644024633,16018.8180202916
20957,0.7803175167,16353.1141970974
20958,0.8185416758,17154.9964406809
20959,0.8689178446,18211.6491059770
20960,0.9180597865,19242.5331248068
20961,0.9529095039,19973.9361117501
20962,0.9642072713,20211.7128206462
20963,0.9489522006,19892.8849817734
20964,0.9111995214,19102.3867671448
20965,0.8609827787,18050.5039554925
20966,0.8116474352,17017.0001258633
20967,0.7763044870,16276.7761790502
20968,0.7643465053,16026.8175222869
20969,0.7789518802,16333.8419765872
20970,0.8162404105,17116.5614076799
20971,0.8663045463,18167.2726401697
20972,0.9158421868,19207.0423422960
20973,0.9516913816,19959.8233466180
20974,0.9643276709,20225.8085688758
20975,0.9503947735,19934.5303742078
20976,0.9135962283,19163.5944841109
20977,0.8637111388,18118.0685576041
20978,0.8139956251,17076.0002230584
20979,0.7776605000,16314.5396293863
20980,0.7643611036,16036.2959528527
20981,0.7776319542,16315.4960308300
20982,0.8139477893,17078.2525154932
20983,0.8636604077,18122.1863342166
20984,0.9135623192,19170.1917063873
20985,0.9503959888,19944.0598255131
20986,0.9643762567,20238.4001232908
20987,0.9517900637,19975.2180666716
20988,0.9159828048,19224.6471068301
20989,0.8664693183,18186.3245226525
20990,0.8164057849,17136.3574245674
20991,0.7790942743,16353.9679120344
20992,0.7644486527,16047.3061169945
20993,0.7763607795,16298.1418440467
20994,0.8116666952,17040.1305996179
20995,0.8609873886,18076.4302230922
20996,0.9112206975,19131.9897639084
20997,0.9490222525,19926.6202364134
20998,0.9643506484,20249.4349152962
20999,0.9531350106,20014.8820875397
21000,0.9183563197,19285.4827146666
21001,0.8692552935,18255.2304179244
21002,0.8188773375,17198.0618424213
21003,0.7806068376,16395.0854100980
21004,0.7646115175,16059.9003144158
21005,0.7751414355,16281.8458528123
21006,0.8094001075,17002.2586589919
21007,0.8582875778,18030.0471475704
21008,0.9088179631,19092.4477684880
21009,0.9475691921,19907.4811569816
21010,0.9642484981,20258.8609445055
21011,0.9544265173,20053.4555558684
21012,0.9207137462,19346.0372352834
21013,0.8720669101,18324.7419820830
21014,0.8214095760,17261.1008302714
21015,0.7821991221,16437.9145502894
21016,0.7648520276,16074.1302123672
21017,0.7739770356,16266.6753582542
21018,0.8071511005,16964.7018309357
21019,0.8555631951,17983.0827988324
21020,0.9063548898,19051.5797833443
21021,0.9460359254,19886.6211885553
21022,0.9640674964,20266.6269085685
21023,0.9556614552,20090.8707726694
21024,0.9230519631,19406.2444729493
21025,0.8749018827,18394.8120827330
21026,0.8240016590,17325.4588812916
21027,0.7838719583,16482.4756677807
21028,0.7651724707,16090.0467131491
21029,0.7728707229,16252.6984313003
21030,0.8049228416,16927.5273594224
21031,0.8528165926,17935.5857584733
21032,0.9038323879,19009.4027827035
21033,0.9444216751,19864.0210923970
21034,0.9638053788,20272.6823383181
21035,0.9568366684,20127.0593191602
21036,0.9253677574,19466.0361437355
21037,0.8777577924,18465.3906789639
21038,0.8266526061,17391.1175275876
21039,0.7856260692,16528.7868689487
21040,0.7655750863,16107.6998163389
21041,0.7718256647,16239.9838108992
21042,0.8027185893,16890.8045564269
21043,0.8500502558,17887.6075334470
21044,0.9012515088,18965.9367514538
21045,0.9427257747,19839.6639279453
21046,0.9634599324,20276.9777381539
21047,0.9579489791,20161.9521621153
21048,0.9276578258,19525.3419177603
21049,0.8806320865,18536.4247890427
21050,0.8293612941,17458.0552415568
21051,0.7874620632,16576.8638922114
21052,0.7660620595,16127.1384758150
21053,0.7708450480,16228.6007950516
21054,0.8005416907,16854.6047559648
21055,0.8472668053,17839.2025856020
21056,0.8986134490,18921.2047826164
21057,0.9409476750,19813.5351927443
21058,0.9630290024,20279.4647315748
21059,0.9589951929,20195.4797664434
21060,0.9299187782,19584.0894688672
21061,0.8835220770,18607.8584637282
21062,0.8321264524,17526.2473396156
21063,0.7893804286,16626.7199673301
21064,0.7666355133,16148.4104517066
21065,0.7699320733,16218.6191246043
21066,0.7983955787,16819.0012606455
21067,0.8444689968,17790.4283553605
21068,0.8959195544,18875.2331723739
21069,0.9390869507,19785.6229638665
21070,0.9625104989,20280.0962117353
21071,0.9599721046,20227.5722150912
21072,0.9321471399,19642.2045319690
21073,0.8864249402,18679.6327656442
21074,0.8349466589,17595.6658886435
21075,0.7913815266,16678.3656734293
21076,0.7672975022,16171.5621573579
21077,0.7690899492,16210.1088596374
21078,0.7962837689,16784.0692803426
21079,0.8416597220,17741.3452792816
21080,0.8931713241,18828.0515120356
21081,0.9371433063,19755.9180403615
21082,0.9619024047,20278.8264968922
21083,0.9608765041,20258.1593363519
21084,0.9343393554,19699.6109683962
21085,0.8893377166,18751.6857549951
21086,0.8378203365,17666.2796156181
21087,0.7934655852,16731.8087961156
21088,0.7680500048,16196.6385015079
21089,0.7683218857,16203.1402484501
21090,0.7942098560,16749.8858627978
21091,0.8388420085,17692.0168008810
21092,0.8903704142,18779.6927766778
21093,0.9351165831,19724.4140865065
21094,0.9612027823,20275.6114905767
21095,0.9617051832,20287.1708386113
21096,0.9364917918,19756.2308394194
21097,0.8922573106,18823.9524822200
21098,0.8407457494,17738.0538208707
21099,0.7956326927,16787.0541839634
21100,0.7688949159,16223.6827258287
21101,0.7676310881,16197.7835890454
21102,0.7921775100,16716.5298158614
21103,0.8360190198,17642.5093744671
21104,0.8875186415,18730.1934098651
21105,0.9330067650,19691.1077754294
21106,0.9604097814,20270.4088462853
21107,0.9624549416,20314.5364526216
21108,0.9386007432,19811.9844883133
21109,0.8951804912,18896.3649878169
21110,0.8437209993,17810.9502954460
21111,0.7978827912,16844.1036048893
21112,0.7698340393,16252.7362380498
21113,0.7670207494,16194.1090831254
21114,0.7901904718,16684.0816210866
21115,0.8331940545,17592.8924615030
21116,0.8846179866,18679.5934041538
21117,0.9308139855,19655.9989326932
21118,0.9595216468,20263.1781364862
21119,0.9631225949,20340.1860812698
21120,0.9406624352,19866.7906311711
21121,0.8981038923,18968.8523099047
21122,0.8467440225,17884.9272429457
21123,0.8002156703,16902.9556027079
21124,0.7708690798,16283.8384408842
21125,0.7664940441,16192.1866825483
21126,0.7882525484,16652.6233384468
21127,0.8303705457,17543.2385190667
21128,0.8816705972,18627.9363766893
21129,0.9285385337,19619.0906794617
21130,0.9585367263,20253.8810256959
21131,0.9637049812,20364.0499568611
21132,0.9426730294,19920.5664566810
21133,0.9010240146,19041.3404997990
21134,0.8498125867,17959.9392065329
21135,0.8026309607,16963.6053543535
21136,0.7720016350,16317.0265570232
21137,0.7660541197,16192.0859282994
21138,0.7863676082,16622.2385019891
21139,0.8275520592,17493.6229800584
21140,0.8786787909,18575.2696395705
21141,0.9261808606,19580.3895747640
21142,0.9574534787,20242.4814473274
21143,0.9641989692,20386.0588058939
21144,0.9446286292,19973.2277351367
21145,0.9039372261,19113.7526461667
21146,0.8529242883,18035.9370013607
21147,0.8051281283,17026.0445282354
21148,0.7732331876,16352.3354505090
21149,0.7657040892,16193.8757820069
21150,0.7845395748,16593.0120061430
21151,0.8247422923,17444.1242246416
21152,0.8756450579,18521.6442643591
21153,0.9237415854,19539.9057564512
21154,0.9562704824,20228.9457840387
21155,0.9646014664,20406.1440212402
21156,0.9465252853,20024.6889368342
21157,0.9068397650,19186.0089080748
21158,0.8560765504,18112.8676532335
21159,0.8077064674,17090.2611441399
21160,0.7745650966,16389.7974447629
21161,0.7654470228,16197.6244500724
21162,0.7827724214,16565.0299825348
21163,0.8219450712,17394.8235425788
21164,0.8725720630,18467.1151402968
21165,0.9212215015,19497.6530802307
21166,0.9549864429,20213.2430512183
21167,0.9649094270,20424.2378416688
21168,0.9483590023,20074.8633601003
21169,0.9097277414,19258.0265574047
21170,0.8592666199,18190.6743437064
21171,0.8103650954,17156.2394353292
21172,0.7759985895,16429.4421376772
21173,0.7652859397,16203.3992005270
21174,0.7810701647,16538.3796671029
21175,0.8191643488,17345.8050859903
21176,0.8694626476,18411.7410255971
21177,0.9186215827,19453.6492563829
21178,0.9536002022,20195.3450832388
21179,0.9651198611,20440.2735385857
21180,0.9501257445,20123.6632690682
21181,0.9125971404,19329.7200309552
21182,0.8624915665,18269.2963624510
21183,0.8131029464,17223.9597131984
21184,0.7775347533,16471.2962140999
21185,0.7652237986,16211.2661727303
21186,0.7794368572,16513.1492573735
21187,0.8164042013,17297.1558122254
21188,0.8663198316,18355.5845913690
21189,0.9159429885,19407.9159835229
21190,0.9521107467,20175.2267221152
21191,0.9652298433,20454.1856098476
21192,0.9518214440,20171.0000413973
21193,0.9154438255,19401.0009927801
21194,0.8657482810,18348.6690672787
21195,0.8159187655,17293.3982351890
21196,0.7791745261,16515.3832561629
21197,0.7652634892,16221.2901800912
21198,0.7778765808,16489.4277597363
21199,0.8136688248,17248.9654163023
21200,0.8631468140,18298.7124574980
21201,0.9131870704,19360.4790789068
21202,0.9505172157,20152.8660080825
21203,0.9652365222,20465.9099804629
21204,0.9534420075,20216.7843259941
21205,0.9182635419,19471.7784069946
21206,0.8690334741,18428.7238524097
21207,0.8188111037,17364.5270764481
21208,0.7809186888,16561.7235519005
21209,0.7654078224,16233.5345059979
21210,0.7763934383,16467.3048266820
21211,0.8109625314,17201.3262526940
21212,0.8599469744,18241.1952200160
21213,0.9103553766,19311.3686046337
21214,0.9488189107,20128.2443716643
21215,0.9651371299,20475.3842099700
21216,0.9549833244,20260.9262108867
21217,0.9210519216,19541.9586215551
21218,0.8723436764,18509.3881256240
21219,0.8217783122,17437.3140059150
21220,0.7827678559,16610.3339026252
21221,0.7656595209,16248.0606931942
21222,0.7749915457,16446.8705838165
21223,0.8082897444,17154.3332459284
21224,0.8567238725,18183.1074694015
21225,0.9074496579,19260.6189891357
21226,0.9470153032,20101.3468267102
21227,0.9649289917,20482.5477062399
21228,0.9564412757,20303.3354012850
21229,0.9238044874,19611.4454632955
21230,0.8756752376,18590.5852947295
21231,0.8248185374,17511.7223673961
21232,0.7847224675,16661.2274296086
21233,0.7660212088,16264.9283268709
21234,0.7736750234,16428.2154466880
21235,0.8056549936,17108.0837898013
21236,0.8534812488,18124.5277990959
21237,0.9044718719,19208.2691433600
21238,0.9451060441,20072.1621638939
21239,0.9646095365,20487.3419454125
21240,0.9578117424,20343.9214079018
21241,0.9265166586,19680.1403446176
21242,0.8790243275,18672.2347641109
21243,0.8279297164,17587.7109663091
21244,0.7867827801,16714.4133805500
